#Full OTU Counts																																																																																																	
#OTU ID	aR1	aR2	aR3	aR4	aR5	aR6	aR7	aR8	aS1	aS2	aS3	aS4	aS5	aS6	aS7	aS8	aSN1	aSN2	aSN3	aSN4	aSN5	aSN6	aSN7	aSN8	bR1	bR2	bR3	bR4	bR5	bR6	bR7	bR8	bS1	bS2	bS3	bS4	bS5	bS6	bS7	bS8	bSN1	bSN2	bSN3	bSN4	bSN5	bSN6	bSN7	bSN8	cR1	cR2	cR3	cR4	cR5	cR6	cR7	cR8	cS1	cS2	cS3	cS4	cS5	cS6	cS7	cS8	cSN1	cSN2	cSN3	cSN4	cSN5	cSN6	cSN7	cSN8	ctrlR1	ctrlR2	ctrlR3	ctrlR4	ctrlR5	ctrlR6	ctrlR7	ctrlR8	ctrlS1	ctrlS2	ctrlS3	ctrlS4	ctrlS5	ctrlS6	ctrlS7	ctrlS8	ctrlSN1	ctrlSN2	ctrlSN3	ctrlSN4	ctrlSN5	ctrlSN6	ctrlSN7	ctrlSN8	taxonomy
74	18	0	116	0	10	0	18	0	38	0	0	0	0	20	0	39	0	0	80	25	0	89	0	108	19	0	10	37	0	0	46	0	0	49	34	65	14	10	20	7	79	138	127	0	93	62	55	238	0	0	0	16	10	17	0	0	21	16	28	0	38	24	60	16	0	20	49	0	49	61	45	63	0	19	0	20	53	0	0	0	21	32	0	0	24	0	39	56	53	0	51	73	93	86	48	44	"k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Nadsonia;"
76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	131	0	71	179	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	90	185	0	0	164	166	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	111	0	0	65	81	76	121	105	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	55	0	62	0	121	97	127	85	"k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;"
77	15	23	0	482	83	13	127	0	22	134	17	0	0	251	69	0	0	0	103	0	0	0	0	0	0	24	92	31	26	0	0	11	0	28	0	126	0	0	0	0	0	0	0	0	0	0	0	0	8	0	22	59	0	8	0	32	11	0	5	67	0	7	45	0	0	0	0	84	0	0	0	0	27	29	0	57	53	26	24	60	13	82	26	0	0	0	80	31	116	0	0	0	0	0	0	0	"k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Lobulomycetales;f__Lobulomycetaceae;g__Clydaea;"
80	0	55	79	217	0	38	122	0	0	303	0	122	64	0	13	0	0	0	0	0	0	0	0	0	68	123	0	223	83	102	0	82	0	7	0	88	70	0	0	0	0	0	0	0	0	0	0	0	0	37	64	78	159	48	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;"
81	0	0	0	0	0	0	0	0	290	0	0	0	121	97	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702	0	132	0	0	0	0	0	343	27	0	0	0	414	0	0	"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Myxotrichaceae;g__Pseudogymnoascus;"
82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Geomyces;"
83	0	0	0	0	0	0	0	0	0	0	0	0	964	0	0	0	0	24	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	158	0	88	0	0	0	0	0	0	0	0	714	"k__Fungi;p__Basidiomycota;"
84	0	17	0	14	0	9	24	0	40	44	22	0	29	7	12	18	40	0	75	24	97	52	0	37	35	33	9	9	16	0	0	6	0	36	0	74	23	0	16	0	75	152	46	21	172	37	0	32	10	0	11	0	0	10	0	12	25	21	54	29	36	19	12	8	0	16	0	73	69	0	32	21	0	0	18	17	0	13	26	0	50	45	31	21	20	0	0	0	34	0	38	56	65	60	10	17	"k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__Blastobotrys;"
86	0	0	75	0	206	48	0	0	0	116	179	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	276	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	277	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;"
87	49	0	137	119	0	38	44	0	0	13	0	0	0	0	0	0	0	0	28	0	0	0	0	65	101	25	112	86	66	48	0	68	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	45	58	48	160	147	0	0	58	0	35	11	22	38	0	0	5	0	0	0	8	8	17	0	0	0	0	52	71	58	0	68	63	0	7	0	0	0	0	0	12	0	0	0	0	0	0	0	0	"k__Fungi;p__Zygomycota;c__Entomophthoromycotina_cls_Incertae_sedis;o__Entomophthorales;f__Entomophthoraceae;g__Pandora;"
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	68	0	92	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	83	20	0	144	268	18	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	14	17	26	48	86	177	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	19	0	68	0	38	32	"k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodosporidiobolus;"
90	55	33	0	33	0	0	42	0	0	0	0	0	0	0	0	164	0	0	0	0	0	161	0	0	52	0	0	0	0	0	0	0	0	0	38	73	0	0	0	0	0	0	0	0	62	109	0	415	0	0	0	61	116	0	0	0	0	0	90	62	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	66	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium;"
91	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	567	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	36	0	0	0	0	0	0	0	0	0	0	0	1063	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Triparticalcar;"
92	0	0	0	0	0	0	0	0	0	0	75	0	0	153	0	0	0	0	100	73	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	13	0	0	0	309	41	19	23	0	0	0	0	0	0	0	0	52	0	0	0	18	0	0	16	91	8	0	20	13	0	0	0	0	0	0	15	0	0	0	0	25	0	0	0	0	0	0	0	0	0	61	92	0	419	16	0	"k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Triparticalcar;"
93	0	0	0	49	0	0	1671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Sordariomycetes;"
94	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;"
95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	104	0	361	0	0	0	0	75	0	110	0	288	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;"
97	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	77	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	6	0	0	0	0	0	0	0	0	0	20	0	0	0	0	6	0	0	55	428	0	0	0	0	0	0	0	9	0	0	30	0	0	0	0	0	0	0	0	0	91	0	0	0	51	0	0	0	0	245	0	0	0	50	28	0	"k__Fungi;"
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	19	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	20	677	0	18	0	0	134	0	0	0	0	0	0	0	0	0	0	23	0	0	0	40	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	188	93	0	0	0	0	100	0	0	0	36	0	0	118	"k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Powellomyces;"
100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	6	0	6	0	99	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	44	320	0	7	0	0	0	849	0	0	0	0	0	0	0	141	0	0	12	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pyrenochaeta;"
102	0	0	0	0	0	0	0	0	0	0	138	0	0	0	88	0	0	102	0	184	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	145	0	96	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	"k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;"
104	0	0	0	0	0	0	0	0	0	0	0	0	0	1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;"
105	0	0	0	35	27	0	0	0	93	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	142	151	69	86	137	0	0	63	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	60	0	58	0	0	87	0	0	60	0	59	0	0	55	0	0	0	0	0	0	0	0	0	0	0	77	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium;"
109	0	0	0	90	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	31	0	0	81	0	472	96	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;"
110	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	115	0	96	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	139	0	0	0	0	0	0	0	0	0	0	109	153	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;"
112	0	41	20	77	5	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	271	36	0	0	15	32	48	0	20	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	28	0	0	0	58	0	0	0	0	0	0	0	0	0	55	0	94	0	0	0	0	50	12	41	66	0	0	129	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitopilus;"
114	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	6	0	0	0	0	64	0	0	80	0	0	22	0	0	0	0	0	0	0	0	0	0	4	76	0	0	35	9	0	50	13	37	8	0	241	43	105	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	"k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Lobulomycetales;f__Lobulomycetaceae;g__Clydaea;"
118	0	0	0	0	9	0	997	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Olpidiales;f__Olpidiaceae;g__Olpidium;"
119	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	816	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	"k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Powellomyces;"
121	129	0	0	0	0	38	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	75	29	217	54	82	113	0	0	0	0	177	0	0	111	0	0	0	0	0	0	20	0	25	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium;"
123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pyrenochaeta;"
124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1107	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Geomyces;"
125	0	8	0	0	0	13	0	0	0	0	0	0	0	31	0	0	0	0	138	0	0	106	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	295	0	0	0	0	21	0	0	0	0	0	0	12	0	44	0	0	0	8	10	0	0	0	0	107	0	0	0	"k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium;"
126	13	6	22	32	20	10	41	11	20	0	0	0	0	0	0	21	16	0	37	28	38	17	0	0	0	0	14	9	17	0	0	28	0	8	0	48	0	0	23	0	13	40	14	0	16	12	0	50	15	0	32	8	31	13	0	0	12	0	11	0	11	7	19	0	20	0	0	0	21	0	0	0	0	0	0	0	0	0	0	13	10	22	27	0	10	0	0	0	19	0	0	26	36	23	28	14	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;"
127	0	0	0	0	0	0	0	0	0	523	223	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;"
128	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	38	204	289	46	0	88	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	37	0	21	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	19	0	0	81	24	"k__Fungi;"
129	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	89	0	0	0	0	0	0	0	375	0	161	0	0	32	0	0	24	0	0	0	0	0	28	0	0	0	0	0	0	0	0	41	0	32	0	0	73	0	0	0	0	0	6	0	0	0	0	0	0	0	34	0	0	0	0	28	17	0	0	0	0	0	0	0	0	0	0	25	0	0	0	"k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;"
130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	65	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Powellomyces;"
131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	368	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	63	34	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Myxotrichaceae;g__Oidiodendron;"
132	15	0	0	0	0	0	0	0	0	3	0	0	25	0	0	628	0	0	0	0	41	0	44	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	12	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Basidiomycota;"
134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	163	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	74	0	83	0	0	162	67	0	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;"
135	9	14	0	27	68	0	37	0	0	15	0	0	5	0	0	13	0	0	15	0	0	32	0	16	32	37	23	32	0	0	0	26	0	0	0	0	0	0	15	0	23	34	0	0	16	42	0	22	41	0	29	11	40	66	0	16	0	0	0	0	0	0	19	0	0	0	0	18	15	0	32	0	0	7	0	22	6	0	25	0	9	0	0	0	16	0	0	0	0	0	0	0	10	0	26	0	"k__Fungi;"
136	0	0	0	0	122	0	0	0	0	0	0	0	111	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	60	76	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	67	0	40	60	0	0	47	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	61	0	29	0	0	0	0	0	0	0	37	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Myxotrichaceae;g__Oidiodendron;"
140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	62	0	0	0	0	0	0	0	0	0	76	0	110	0	0	0	0	0	0	0	0	0	110	100	0	0	"k__Fungi;"
141	0	0	0	21	0	0	0	139	0	0	0	0	0	0	0	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;"
143	0	0	9	24	0	0	11	265	12	0	0	0	0	0	0	16	0	0	0	0	0	0	9	0	0	0	12	0	5	0	46	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	10	0	78	0	15	56	0	0	0	0	11	0	14	0	11	0	0	0	0	0	9	0	0	0	68	0	0	0	12	0	30	0	0	0	18	0	0	0	0	0	0	0	0	26	0	0	0	0	"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis;f__Annulatascaceae;g__Conlarium;"
144	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	176	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	161	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;"
145	0	0	0	27	0	0	0	0	12	21	0	0	0	0	0	19	19	0	0	0	25	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	25	0	38	62	21	0	41	0	0	30	0	0	0	0	0	0	17	0	15	0	0	0	19	0	11	0	0	0	0	27	20	0	48	0	0	0	0	20	0	0	0	0	0	35	12	22	21	0	0	27	8	0	0	0	33	38	41	0	"k__Fungi;"
149	0	0	0	14	0	0	11	0	22	50	0	0	0	0	0	38	0	0	0	0	0	24	0	0	0	0	10	0	0	0	0	0	0	37	28	39	0	0	0	0	0	0	37	0	0	23	59	29	0	0	0	0	0	0	0	0	0	0	40	0	0	68	44	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	48	0	0	0	0	9	0	0	0	0	0	0	27	0	29	"k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Triparticalcar;"
151	0	0	0	0	0	0	0	0	0	187	0	0	169	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium;"
156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	"k__Fungi;"
159	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Triparticalcar;"
160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	23	0	0	0	10	0	0	0	12	0	33	0	0	0	47	0	0	18	0	23	93	0	0	0	0	0	0	44	0	42	0	0	0	0	0	27	0	14	0	29	42	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	34	0	19	0	0	0	0	53	0	0	35	0	0	27	0	0	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;"
162	0	32	0	37	0	0	0	0	0	0	0	0	0	0	0	32	0	0	32	0	0	40	0	0	0	0	0	0	0	0	0	33	0	0	0	16	0	0	0	0	0	27	0	0	0	0	0	0	28	0	34	0	0	63	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	38	0	0	0	0	21	0	0	0	11	0	36	0	0	34	0	0	0	10	0	0	18	33	51	17	0	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;"
